,run,trial,action1,state,action2,reward,probsA,probsB,probsC,probsD
0,3,0,X,Y,K,1,0.6056954768339067,0.538662169426702,0.31591869765139974,0.4244799982741968
1,3,1,Y,Y,K,1,0.6266062875784991,0.5638149069284015,0.2845943474637286,0.417571653585943
2,3,2,Y,X,F,1,0.6148812040437543,0.4950191180576793,0.3190913008640421,0.4516603477836254
3,3,3,Y,X,F,1,0.6257670553162211,0.5159827833742372,0.3023366146784897,0.42054247009380247
4,3,4,Y,X,D,1,0.6110268073313252,0.5028273807083506,0.33266428959685607,0.48185535116594863
5,3,5,Y,X,F,0,0.5989363685870988,0.4456247481580171,0.31232798132667544,0.4623840506192886
6,3,6,X,X,F,0,0.6054653759126724,0.42292765383397346,0.28649837736124895,0.44060815778560863
7,3,7,Y,Y,K,0,0.5982651723731186,0.4086344302495298,0.2891110793241783,0.48093372804837503
8,3,8,X,Y,K,0,0.6131486762900431,0.47446599672781314,0.2895895939533932,0.4701881074184191
9,3,9,Y,Y,K,0,0.6117469116142071,0.487350736632028,0.35139968272104183,0.4763140549528132
10,3,10,American,X,D,0,0.5855829260707142,0.5094970022163234,0.3652887724386175,0.4747993148900899
11,3,11,Y,Y,K,1,0.6067085888531413,0.49367093313140264,0.41193160252090055,0.48652968094344784
12,3,12,Y,Y,K,1,0.5955157681878079,0.48019109749344996,0.3654596624595509,0.4908045856690951
13,3,13,Y,Y,K,0,0.5679180708011513,0.49330560604792245,0.3416525833795893,0.4949726153398823
14,3,14,Y,X,F,1,0.5393863518363773,0.4688059678132419,0.29862966939202207,0.507781269971494
15,3,15,Y,Y,K,0,0.5137389587408652,0.49589130657328107,0.27998419301685057,0.4496513411180672
16,3,16,Y,X,F,0,0.5018771900835542,0.5072141437318858,0.25779089037827196,0.4303176939974877
17,3,17,Y,Y,K,0,0.546435157634672,0.5085040686192367,0.25,0.40035390852337593
18,3,18,X,X,D,1,0.556166127952903,0.5314362176142959,0.25,0.36514335192718617
19,3,19,Y,Y,K,1,0.580587835656214,0.5157412340452482,0.25,0.39890194394929984
