,run,trial,action1,state,action2,reward,probsA,probsB,probsC,probsD
0,0,0,X,X,D,1,0.7143167855382284,0.6268690649426631,0.680558572436833,0.4413450313368129
1,0,1,X,X,D,1,0.748801832849958,0.629976801266455,0.6807768369550758,0.4210946911096337
2,0,2,X,Y,K,0,0.7312572509981364,0.6403686473922127,0.6758342428326481,0.41005433108604183
3,0,3,X,X,D,1,0.7036694227170406,0.6219595895350571,0.6616688802805819,0.413321039090235
4,0,4,X,X,D,0,0.6990649017008288,0.6328688384772456,0.6505741532656714,0.43817901700482353
5,0,5,X,Y,K,1,0.6885741705822256,0.649114070022152,0.6637335695634416,0.4258384740054001
6,0,6,Y,Y,J,0,0.741155894089524,0.6032639778844344,0.6767756732966306,0.3719619401477612
7,0,7,X,X,D,1,0.7245313577844464,0.5854537168696878,0.6808561011182028,0.40081259369917766
8,0,8,X,X,F,0,0.7365931465893292,0.5567652951670087,0.680385379654095,0.40317851133138194
9,0,9,Y,Y,K,0,0.75,0.5248455037923851,0.6536363661291825,0.39413772905263605
10,0,10,X,Y,K,1,0.75,0.5226831791968348,0.65323630482587,0.38502517822983445
11,0,11,Y,Y,K,1,0.75,0.5506911698163082,0.6556357088487229,0.4028983997259761
12,0,12,Y,Y,K,1,0.7404668266073592,0.5731054197398124,0.6853588909441992,0.4169735833260831
13,0,13,Y,Y,K,0,0.75,0.5696523024275384,0.6763082085528439,0.4420720895697225
14,0,14,Y,X,D,0,0.7353905381889525,0.5612496106499282,0.6490850401195015,0.4290407824743305
15,0,15,X,X,D,1,0.75,0.5686646806601252,0.663095505629331,0.44507280600322796
16,0,16,Y,X,D,1,0.7202301260749913,0.5738829506152902,0.645884230269556,0.4526505198746648
17,0,17,X,X,D,0,0.6719678319739059,0.5840601177628556,0.6476119807234251,0.4473788805149283
18,0,18,Y,Y,K,0,0.6869823701842217,0.5873381748115053,0.6762671451019605,0.4576853362498967
19,0,19,Y,X,F,1,0.7039501246489144,0.5831877756658878,0.6817757588906058,0.4229970046963164
