,run,trial,action1,state,action2,reward,probsA,probsB,probsC,probsD
0,12,0,Y,Y,K,1,0.5318474289290942,0.5980404793232869,0.510046830957468,0.6668002751849722
1,12,1,Y,X,F,0,0.5133465417991401,0.5902118429832595,0.4933310390292136,0.6848117330162468
2,12,2,Y,Y,K,1,0.5592968391114775,0.5663076905810838,0.507321575152036,0.7184438876878123
3,12,3,X,X,D,1,0.5812371789062137,0.5926352350272102,0.49652076748399115,0.7302164396831683
4,12,4,Y,Y,K,1,0.6334140213812488,0.5939696052192976,0.4801410845150188,0.7385885266756864
5,12,5,Y,Y,K,1,0.6212251419566446,0.6553319809081792,0.4869446833523837,0.7477934497329964
6,12,6,Y,Y,K,1,0.6171874666948627,0.624811749490606,0.46117799584053787,0.7380816362611387
7,12,7,Y,Y,K,0,0.6302279033141617,0.6496708618805068,0.4744295095451204,0.7282578071699278
8,12,8,Y,X,D,1,0.6642065670256978,0.6116445075233976,0.4580416435374172,0.7288608156828261
9,12,9,Y,Y,K,0,0.6595356638144065,0.6362541763435576,0.4509813533681878,0.7370983005386973
10,12,10,Y,Y,K,1,0.7102213842502257,0.6686108716225037,0.501048091046182,0.6822494179309334
11,12,11,Y,Y,K,1,0.6800506831475802,0.6809481216520593,0.47875803622265173,0.6852937088480199
12,12,12,Y,Y,K,1,0.6993282063108639,0.7321323122674999,0.48516499422539755,0.7261605288999989
13,12,13,Y,X,D,0,0.6929981155373779,0.6950825376417218,0.5181380459823286,0.7258204824513935
14,12,14,Y,X,D,1,0.6614579674320449,0.6967918969577516,0.5234742015858778,0.7249384937971693
15,12,15,Y,Y,K,1,0.7012969118294907,0.7051645224799145,0.48114990284467746,0.7232398917735949
16,12,16,Y,Y,K,1,0.7236233659727613,0.7093227658098304,0.49365335392659815,0.7456228321416956
17,12,17,Y,Y,K,0,0.7408234785635611,0.7420564094603798,0.44070044311605583,0.75
18,12,18,Y,Y,K,1,0.7318824618119346,0.75,0.4404935491220776,0.7493876066943727
19,12,19,Y,Y,K,1,0.7094717207361563,0.7460874045512691,0.4435486921448504,0.7306666813727796
