,run,trial,action1,state,action2,reward,probsA,probsB,probsC,probsD
0,28,0,Y,X,F,1,0.6857784679071747,0.6291982275557788,0.42214056387166377,0.6581164024985144
1,28,1,X,X,F,0,0.7056744924081624,0.6519960226065028,0.4512726078994153,0.67217351032339
2,28,2,Y,Y,K,1,0.7454373897196604,0.672517488058668,0.46064718958080225,0.6600190637916994
3,28,3,Y,X,F,1,0.75,0.6772341990829909,0.47767532259917744,0.6694398122440017
4,28,4,X,Y,J,0,0.75,0.6704935781827132,0.4544468584033886,0.668280715320137
5,28,5,X,X,F,0,0.75,0.7103671740354114,0.5188590572715486,0.6640798849323688
6,28,6,Y,X,F,0,0.7358935231424254,0.7120863161494415,0.5268019364355011,0.6813137604181
7,28,7,X,Y,K,1,0.7327938752492567,0.7015409591674904,0.49365119613293024,0.6747536099141089
8,28,8,Y,Y,K,1,0.7174251961374128,0.7142730402106635,0.4939242906587859,0.686846868895829
9,28,9,Y,X,F,1,0.6980466098279382,0.698327365308455,0.5120783723354065,0.6763860299035913
10,28,10,Y,Y,K,1,0.6688939902015215,0.7195717490477723,0.5359392939178345,0.7070049002895974
11,28,11,Y,Y,K,1,0.6797207807706848,0.6943399158292162,0.5495308030808557,0.685198029905593
12,28,12,Y,X,D,0,0.6886837325967831,0.7002063342954176,0.527339663116311,0.6521454590548033
13,28,13,Y,X,F,1,0.7009345490965493,0.7426480416280139,0.49433562685555016,0.6533769721018414
14,28,14,Y,Y,K,1,0.6743655300051593,0.7454512746655805,0.4795423993325734,0.6646301081449174
15,28,15,Y,Y,K,0,0.6563983812210521,0.75,0.475633256778389,0.7043837223085354
16,28,16,X,X,F,1,0.6569936817624331,0.7499784467902038,0.42420428810229954,0.7083252059427778
17,28,17,Y,Y,K,1,0.6326254994313396,0.7162433272120581,0.3875689755558676,0.7481271192327958
18,28,18,Y,X,F,0,0.6666333939631569,0.75,0.34661680502444925,0.75
19,28,19,Y,Y,K,0,0.640417071793365,0.7450742616184058,0.3734311858507579,0.7232486686025714
