,run,trial,action1,state,action2,reward,probsA,probsB,probsC,probsD
0,44,0,Y,X,D,0,0.4861186002581808,0.7396318479534782,0.5968145748753441,0.30053791887695047
1,44,1,Y,Y,J,1,0.5034039879826377,0.7352273039263346,0.656225739442242,0.29751475717278275
2,44,2,Y,X,D,0,0.4744262716260186,0.75,0.6655880427772701,0.2759313466999424
3,44,3,Y,X,D,1,0.5212640753330343,0.7491779488592734,0.6544502768431609,0.2564207211178201
4,44,4,Y,Y,J,1,0.540647774505137,0.75,0.6408483671275895,0.25
5,44,5,Y,Y,J,1,0.5625276129511554,0.75,0.6676290437212614,0.25
6,44,6,Y,X,D,0,0.5577776604378719,0.75,0.6693120941476242,0.257473435554366
7,44,7,Y,Y,K,1,0.5941664754897245,0.7284977426114878,0.6726675303899238,0.25
8,44,8,Y,Y,K,0,0.5808613776491975,0.75,0.6535839925609007,0.269499289037287
9,44,9,Y,Y,K,0,0.5747610966945716,0.75,0.6786855240007742,0.25
10,44,10,Y,X,F,1,0.5634275429244652,0.7222731382313735,0.692445732926986,0.25
11,44,11,Y,Y,K,0,0.5863455173638294,0.7419237350297734,0.6735850053370922,0.29402761536120464
12,44,12,Y,X,F,1,0.6098387970750468,0.7200787970917445,0.6382065815734524,0.3215181360714665
13,44,13,Y,X,F,1,0.6428794183272173,0.75,0.6310054216253684,0.3127464940861743
14,44,14,Y,Y,K,1,0.6526839367615084,0.75,0.6566526070878846,0.3303954117313393
15,44,15,Y,Y,K,1,0.665029092503509,0.75,0.7053889548021318,0.2695055939152884
16,44,16,Y,X,F,0,0.684860785425806,0.75,0.711473674969851,0.2693666057882248
17,44,17,Y,Y,K,1,0.6647523398736508,0.7310943450299004,0.6999603816253988,0.27251399236531537
18,44,18,X,X,F,1,0.6548014961533475,0.7348655374487,0.6957765344503444,0.26361853539029473
19,44,19,Y,Y,K,0,0.6794977087955238,0.7324945255358518,0.7063732807350986,0.2991515453322142
