,run,trial,action1,state,action2,reward,probsA,probsB,probsC,probsD
0,16,0,Y,X,F,0,0.664795544635063,0.31647490741939066,0.39246049002355865,0.35195770946974814
1,16,1,Y,X,F,1,0.6570606178030697,0.25,0.3749490792919266,0.3782092545053336
2,16,2,Y,X,F,0,0.659852843577615,0.25,0.3878150544383461,0.352864770489438
3,16,3,Y,Y,K,1,0.7179342992787467,0.3065655996472796,0.34324189775375125,0.33130396269028856
4,16,4,Y,Y,K,1,0.6668095090102097,0.27593104861167933,0.36767203125481246,0.32306212605501616
5,16,5,Y,X,F,1,0.6633234458869137,0.28156693011318434,0.38137056414551795,0.34736500510625634
6,16,6,Y,X,F,1,0.7253521832098175,0.28135102793430183,0.3980376917712157,0.38108841327673765
7,16,7,Y,X,F,1,0.6637996161649257,0.25,0.4245784291582283,0.3518433983738357
8,16,8,Y,Y,K,0,0.6666914957549858,0.2764919667938375,0.4337989541822759,0.3591156447955668
9,16,9,Y,Y,K,0,0.6691225384075699,0.27018495450281016,0.3567796689467249,0.34624165352889097
10,16,10,Y,X,F,0,0.6791822581168735,0.27847713989191736,0.3423756916882071,0.3332113666712506
11,16,11,Y,Y,K,0,0.6993816049107863,0.28676959185329276,0.3168890123392121,0.29868702263438707
12,16,12,Y,Y,K,0,0.7219218655433074,0.32239187296864336,0.2794968379343789,0.3111965990706834
13,16,13,Y,Y,K,0,0.7323858764429789,0.2920053206656621,0.3141306453558076,0.2803435040258406
14,16,14,Y,Y,K,1,0.7481488493920654,0.2545938506493396,0.306145096933696,0.28211697359216176
15,16,15,Y,Y,K,0,0.7272890922457823,0.25,0.30254523849372106,0.28660679303845144
16,16,16,Y,X,F,0,0.7141775241094491,0.27752095991195164,0.3454064338176634,0.30603871576024894
17,16,17,Y,X,F,1,0.7210661830339146,0.3061196215599396,0.3033431986085662,0.32545776372533775
18,16,18,Y,X,F,1,0.725675186619425,0.3316802294617412,0.2848960775363374,0.3042447294498053
19,16,19,Y,Y,K,1,0.706195865573769,0.36785895900108634,0.29695622550385503,0.33308936376530013
