,run,trial,action1,state,action2,reward,probsA,probsB,probsC,probsD
0,63,0,Y,Y,J,1,0.7301868607723248,0.37512607665237774,0.6135384881604218,0.7380900091863295
1,63,1,Y,Y,J,1,0.7257502953238515,0.39817169634889155,0.6326680869406853,0.7493405341964774
2,63,2,Y,Y,J,0,0.6982628533734598,0.4407219813289745,0.6514962982863236,0.7484435536334487
3,63,3,Y,X,F,0,0.6767455387204998,0.41985430367944365,0.6520642774193907,0.75
4,63,4,Y,Y,J,0,0.7298234227795533,0.4305313752005769,0.6162034467851206,0.75
5,63,5,Y,Y,J,1,0.7241316970333984,0.4237060833238888,0.6167235301734184,0.75
6,63,6,Y,Y,J,1,0.75,0.4515246965316129,0.6311832012444201,0.7393833033338482
7,63,7,Y,Y,J,1,0.75,0.4770970484746986,0.6340149258139621,0.75
8,63,8,Y,Y,J,0,0.75,0.4771958335874365,0.6697660452919723,0.75
9,63,9,Y,X,D,1,0.75,0.49534257316355484,0.626304351353543,0.7456238936849575
10,63,10,Y,X,D,0,0.75,0.487103653586284,0.6680888256467871,0.7265860149012601
11,63,11,Y,Y,J,1,0.75,0.4454371120052824,0.6584750495211005,0.7183801146562657
12,63,12,Y,Y,J,1,0.75,0.431665210597975,0.699093287375425,0.7403345810255999
13,63,13,Y,Y,J,1,0.728678663069674,0.4054975829069888,0.6961270841775385,0.75
14,63,14,Y,Y,J,1,0.7181942321414898,0.3982680514058101,0.7072563657721513,0.75
15,63,15,Y,Y,J,1,0.6934299455759946,0.3729557720617862,0.7106693530975225,0.742320820890952
16,63,16,Y,Y,J,1,0.7291634067707672,0.4315935271955485,0.6965121314986785,0.75
17,63,17,Y,X,D,0,0.7047549858963992,0.46814327455676974,0.7138525857360816,0.75
18,63,18,Y,Y,J,1,0.7483499883906469,0.4767966087548463,0.7397158060967107,0.75
19,63,19,Y,X,D,1,0.7243660138967377,0.49793351175432415,0.75,0.75
