,run,trial,action1,state,action2,reward,probsA,probsB,probsC,probsD
0,39,0,Y,Y,K,1,0.6969335425530632,0.30504783607264474,0.4068247227136411,0.7463954399004642
1,39,1,Y,Y,K,1,0.7014859206056584,0.3010914410661829,0.3808216332093939,0.75
2,39,2,Y,Y,K,1,0.6996712670528642,0.3053365219156716,0.33970930990809994,0.75
3,39,3,Y,Y,K,0,0.7421854154867397,0.27512977594080856,0.3351340021843166,0.75
4,39,4,Y,Y,K,1,0.748138977196386,0.26292591764448775,0.3192397308166743,0.75
5,39,5,Y,Y,K,1,0.7433653453237916,0.25260553202660074,0.3444421563254375,0.75
6,39,6,Y,Y,K,1,0.7322134505440175,0.25,0.34589955320004967,0.75
7,39,7,Y,Y,K,1,0.7103130475151291,0.29174568589462735,0.37018262031715915,0.7281015424465295
8,39,8,Y,Y,K,1,0.7397975856718748,0.3374478862332687,0.3666710354014896,0.7314259055369569
9,39,9,Y,X,F,0,0.75,0.32072913078737136,0.37530373345414136,0.7019630832873767
10,39,10,Y,X,F,0,0.7334753226422518,0.28325719609086514,0.3997723152862113,0.7008299123281888
11,39,11,Y,X,F,0,0.75,0.2827432361076976,0.4359882996881938,0.6388887836413768
12,39,12,Y,Y,K,1,0.7499368989751174,0.3327497966166196,0.4156442658227782,0.6555479276560309
13,39,13,Y,Y,K,1,0.7368961302995162,0.3467850874504631,0.45060367765411574,0.646909294096397
14,39,14,Y,Y,K,1,0.75,0.3230984499693339,0.4510259888248351,0.6881661527619056
15,39,15,Y,X,F,0,0.727256997722187,0.3192012075713091,0.4363503256004029,0.7012372744890547
16,39,16,Y,Y,K,1,0.7185521717523351,0.26958082149885965,0.43182749521462277,0.7046120336702653
17,39,17,Y,Y,J,0,0.7084836345000636,0.25,0.4266289390699028,0.75
18,39,18,Y,X,D,1,0.644758910119609,0.2517505542850524,0.4153261908706628,0.7492351813495555
19,39,19,Y,Y,K,1,0.6660712437980734,0.28317914763964736,0.4048839952384919,0.7473628566003778
