,run,trial,action1,state,action2,reward,probsA,probsB,probsC,probsD
0,18,0,Y,Y,K,0,0.7439484447453837,0.37191708119246975,0.4298441036917994,0.5203921489549878
1,18,1,Y,Y,K,0,0.7328378986676317,0.3452394395328848,0.4367410545162684,0.5276223206186405
2,18,2,Y,X,F,1,0.7285504461662333,0.34450912117974675,0.4259252533635721,0.5071868984250808
3,18,3,X,Y,J,0,0.7356935704783883,0.36086951799899564,0.40638125053722524,0.49699243364875056
4,18,4,X,X,F,1,0.75,0.40673917163223106,0.4153840638202556,0.47395421904587415
5,18,5,X,Y,K,1,0.7094323886730334,0.4311687146411516,0.391749210016316,0.48574791210669394
6,18,6,X,X,F,1,0.6833946096412289,0.3880475715532064,0.3980015291945082,0.4708461298855913
7,18,7,X,Y,J,1,0.6476161805252947,0.37884733841461715,0.39228598772409135,0.47086082289962605
8,18,8,X,Y,K,1,0.6660590700758785,0.3619894510362016,0.3947341706384168,0.4318225659445122
9,18,9,X,X,F,1,0.639315607455528,0.34348110609286286,0.407157157481881,0.44732173994335445
10,18,10,X,X,F,1,0.602874288393724,0.3523937930061724,0.3547624186820483,0.3934025063911639
11,18,11,X,X,F,0,0.6213039690440345,0.26831833679728656,0.3488115988776827,0.3834388063455659
12,18,12,X,X,F,0,0.6116771853069073,0.29332946747168204,0.3399689597400271,0.4445675992763247
13,18,13,X,X,F,0,0.6300895492369749,0.31633136223495856,0.3330673027107479,0.45476138336986127
14,18,14,X,X,F,0,0.6339208398379069,0.29303407943089,0.29452635422941004,0.45742611724986937
15,18,15,X,Y,K,1,0.6288240200657188,0.2628179454461859,0.2771111230977047,0.49062745291061455
16,18,16,X,X,F,0,0.6479279213077442,0.304452661587863,0.2953403139113433,0.5113885798547458
17,18,17,X,X,F,0,0.6447948149601043,0.30683093886403773,0.2841088293574703,0.5094119564838375
18,18,18,X,X,F,0,0.6375872298115552,0.317202991967648,0.2647059910236896,0.518978759664924
19,18,19,X,X,F,1,0.6451138926253279,0.33396357676531047,0.25960384085007326,0.5468523554862073
