,run,trial,action1,state,action2,reward,probsA,probsB,probsC,probsD
0,33,0,Y,Y,K,1,0.3640418388166008,0.45250126895598375,0.5758392364126521,0.4403550086689055
1,33,1,Y,X,F,1,0.42686898973327325,0.4201236510411075,0.5415740850866387,0.4377766411976158
2,33,2,Y,Y,K,0,0.4259139718593117,0.4151291123587699,0.5867393713678866,0.4480258925810345
3,33,3,X,X,D,0,0.4138478635923202,0.4400766426626911,0.5522741347573705,0.4497571984472038
4,33,4,Y,X,F,1,0.3891697810050916,0.4456453333407121,0.5350999109070295,0.41468984394050445
5,33,5,Y,Y,K,0,0.4219070591034111,0.43227900210813675,0.5203162015323817,0.4070679302351078
6,33,6,X,X,D,0,0.4035413247289232,0.46543772516110626,0.4972248230520846,0.429006197776878
7,33,7,Y,Y,K,0,0.4011914557741645,0.4498455023455245,0.5079709053282337,0.42886595572220676
8,33,8,X,Y,J,1,0.40362507437282635,0.43490513648412227,0.519979191570822,0.46281065807824123
9,33,9,Y,Y,K,0,0.3786145654860422,0.39154738624866275,0.535573197538769,0.5044478680630871
10,33,10,X,X,D,0,0.345359034535981,0.4145184781050069,0.5176230217118853,0.5130786131427312
11,33,11,Y,Y,J,0,0.36214021841377064,0.38584699650094945,0.5199258690003,0.4940107439869791
12,33,12,Y,Y,J,1,0.33745945041938286,0.3658911285309014,0.47592220387454903,0.504259258885585
13,33,13,Y,Y,J,1,0.35375929437548076,0.40175979730125855,0.5060891348432057,0.49932314663338806
14,33,14,Y,Y,J,1,0.3061153042592611,0.3911643773014958,0.4982941322830192,0.5127229299630518
15,33,15,Y,Y,J,1,0.3192361135413791,0.3390351247282994,0.4903857793522787,0.49340411535372686
16,33,16,Y,Y,J,1,0.2958849992806449,0.3684897780722952,0.5094081136683629,0.5483088032451486
17,33,17,Y,Y,J,0,0.2888893334866906,0.3447839044699203,0.4940680426089914,0.5850782856724281
18,33,18,Y,X,F,0,0.3191221697228427,0.3511071770080274,0.5300803148900478,0.5509740122004247
19,33,19,Y,Y,J,0,0.33713400935902516,0.34347689253176317,0.5160154120717646,0.5508199234469066
