,run,trial,action1,state,action2,reward,probsA,probsB,probsC,probsD
0,69,0,X,X,D,0,0.3762786206422947,0.3873758604658857,0.6772483272795028,0.6996631838058505
1,69,1,Y,Y,J,1,0.3608055160728072,0.37458836549754143,0.7003357204896594,0.6609806843761985
2,69,2,Y,Y,J,1,0.3319937297972857,0.38777972235469005,0.677657956515384,0.6253658319780262
3,69,3,Y,Y,J,1,0.33785128243995083,0.43373552615107835,0.6854844043626872,0.6651037584615177
4,69,4,Y,Y,J,1,0.3461544320114135,0.4320338360929993,0.6816689862394837,0.6738700865936043
5,69,5,Y,Y,J,1,0.3363337691141271,0.43166935033002984,0.67214050292152,0.7030461269394854
6,69,6,Y,Y,J,1,0.3686975672411312,0.4312934572327344,0.7160686436659678,0.6793191483238435
7,69,7,Y,Y,J,1,0.35849864433971157,0.43384436408909877,0.7130698565507796,0.6871005614652039
8,69,8,Y,Y,J,1,0.36488018057649163,0.42263865654119664,0.6891630015977469,0.6526058280745488
9,69,9,Y,Y,J,1,0.35083996875665807,0.4429178861933869,0.6699374102757906,0.6566458595527652
10,69,10,Y,Y,J,1,0.3772910021719643,0.42081576218941036,0.690530613008231,0.6608550183942506
11,69,11,Y,X,D,0,0.34938799194783304,0.4361371794581289,0.6964741574678687,0.6264486497093676
12,69,12,Y,Y,J,1,0.33951510498255066,0.4458738924791127,0.6915508619969051,0.6153207255657417
13,69,13,Y,Y,J,0,0.3116334964133462,0.4414814873036499,0.7015504666497114,0.5729541488343164
14,69,14,Y,Y,J,1,0.2999582556821636,0.4556616487712413,0.6973133238279386,0.5844678070777867
15,69,15,Y,X,D,1,0.2780761833767845,0.47108654205018674,0.6721701425055476,0.5753904594208148
16,69,16,Y,X,D,0,0.292057523709576,0.4848988443876097,0.655394051210919,0.566447451446878
17,69,17,Y,Y,J,0,0.3066080127654038,0.45168997595445637,0.664562139765783,0.5401633332231349
18,69,18,Y,Y,J,1,0.33077478786776976,0.45143913338951913,0.6740781391168298,0.5748086950072826
19,69,19,Y,Y,J,0,0.3139733935671507,0.4664002210741085,0.6770400227842418,0.5605486049312525
