,run,trial,action1,state,action2,reward,probsA,probsB,probsC,probsD
0,34,0,X,X,F,0,0.25199639887814,0.5765193254082113,0.2821472389224122,0.4911860912089194
1,34,1,Y,X,D,0,0.25,0.5877076552932405,0.2744420570328961,0.48280157589893824
2,34,2,X,X,D,1,0.25,0.5551726061050523,0.25836067677770386,0.469126098842975
3,34,3,X,X,D,0,0.2701499940577199,0.5716706576671802,0.25,0.48269317811953494
4,34,4,Y,Y,J,0,0.2598075489171288,0.5756799402765627,0.25,0.5194302483927722
5,34,5,Y,X,D,0,0.28276470780776786,0.5662545967021565,0.25,0.5194559749671079
6,34,6,Y,Y,K,0,0.2547294298943437,0.5863528135162334,0.25,0.5122943880632603
7,34,7,X,X,D,0,0.26208877402802977,0.5805639878203068,0.25,0.4854937675252672
8,34,8,Y,X,D,0,0.27057654161977585,0.5401299127419632,0.25289452582503624,0.4898468849553546
9,34,9,X,X,D,0,0.25,0.5475054651543799,0.26077586482695114,0.44695618571539814
10,34,10,Y,Y,K,0,0.25,0.5450110078106227,0.25163323080204136,0.48525563859172915
11,34,11,Y,Y,K,0,0.2822529788392273,0.5567309232174307,0.27304857118106024,0.44165188909037834
12,34,12,Y,Y,K,1,0.2804263653827762,0.5805862260890702,0.2659259687881854,0.4358705295246202
13,34,13,Y,Y,K,0,0.3198199007726295,0.5835851295438205,0.25,0.407584617203209
14,34,14,Y,Y,K,1,0.31908054510113665,0.5580136204426556,0.25,0.41114268731038184
15,34,15,Y,Y,K,1,0.3124522644502541,0.5468430871422029,0.2506745579748997,0.39832313690191595
16,34,16,Y,X,D,1,0.27883907829341714,0.5180924438818632,0.2807707517228355,0.38252279174333165
17,34,17,X,X,D,0,0.25096494964922095,0.5473243626512397,0.31513036009929735,0.3582721908076968
18,34,18,Y,X,D,1,0.25,0.5642385780642164,0.3324517579000295,0.34886046186617276
19,34,19,Y,Y,K,1,0.25,0.5799154923851844,0.312221841992677,0.3275696697150871
