,run,trial,action1,state,action2,reward,probsA,probsB,probsC,probsD
0,20,0,Y,Y,K,1,0.3846780398310945,0.28967772273114006,0.2873988306941275,0.3328571648571067
1,20,1,X,Y,K,1,0.37216982830510903,0.2516372561315816,0.33887524678653863,0.3111571024084642
2,20,2,Y,X,D,0,0.3693900660555895,0.2631616648017411,0.3194084342609636,0.3048724755232344
3,20,3,Y,X,F,1,0.4066562368975294,0.27236066954536453,0.2970739492158294,0.3045075219935962
4,20,4,Y,X,F,0,0.4025248266529653,0.29049171287917885,0.26524911010745456,0.3102789230119711
5,20,5,Y,Y,K,0,0.41614467132475486,0.3049954780209394,0.25,0.3053098141333404
6,20,6,X,Y,K,0,0.45005472225228776,0.2687541520411884,0.25,0.3213495482337593
7,20,7,X,X,F,0,0.47689433621967087,0.322466148876818,0.2662450146456769,0.28619243987435317
8,20,8,Y,Y,K,0,0.48446317668155675,0.3445618416231038,0.29199729348272213,0.30089757397762984
9,20,9,Y,Y,K,0,0.45958437409918784,0.3425443449166467,0.3282634688944438,0.2964519202203864
10,20,10,Y,Y,K,1,0.48232586067504274,0.3358008126719874,0.3535722100009485,0.269723339658135
11,20,11,Y,Y,K,0,0.4880331505878251,0.3537951707372448,0.34459612437464343,0.26881144808464763
12,20,12,X,Y,K,1,0.4960940708023923,0.3803081092328599,0.3894039965323797,0.2609803268687829
13,20,13,Y,Y,K,0,0.5308083403505369,0.378139692425189,0.3785561265446381,0.2771652852380786
14,20,14,Y,Y,K,0,0.5645409440608903,0.3374124547145396,0.39416513165824596,0.26471180216171414
15,20,15,X,X,F,0,0.5862911847637713,0.36537898044549455,0.3903139592646948,0.25
16,20,16,Y,Y,K,0,0.5915920971743509,0.32448812339931854,0.37238774329904856,0.25290293253262114
17,20,17,Y,X,D,1,0.5856816296338968,0.29234580614598576,0.4276161624819328,0.2518871137643549
18,20,18,Y,Y,K,0,0.5724196513513268,0.2810951625967626,0.4476291028706873,0.2715719672463049
19,20,19,Y,Y,K,0,0.5369814287502344,0.3342885209802487,0.46383685845315475,0.26285525621929995
