,run,trial,action1,state,action2,reward,probsA,probsB,probsC,probsD
0,64,0,Y,Y,J,0,0.43493405727072565,0.6052423717126405,0.6285722213255804,0.3337470730492933
1,64,1,Y,Y,K,0,0.45838739854607136,0.6398134013207812,0.6187630633934643,0.32171630183268435
2,64,2,Y,Y,K,1,0.4801059454758807,0.6444437199269196,0.6212746016468618,0.3085393879341409
3,64,3,Y,X,D,0,0.45029113686480754,0.6469610926697168,0.6150588477671883,0.3454355969511599
4,64,4,Y,Y,K,1,0.4871874160317439,0.6712560282522309,0.6204409987003855,0.38159286276219295
5,64,5,Y,Y,K,0,0.4998430884528262,0.6958378771310063,0.6433910672342462,0.33200479981815423
6,64,6,Y,Y,K,0,0.4569542144201699,0.6956682023495047,0.6162195063915448,0.3274585515492208
7,64,7,Y,Y,K,0,0.4426800157377127,0.6743311772056944,0.5852319036137901,0.33704332721064223
8,64,8,Y,X,F,1,0.43922120558308064,0.6389379275047042,0.5883060246437336,0.3089507586456351
9,64,9,Y,Y,K,0,0.4264560393160811,0.6342017667449079,0.558825674842651,0.2963733452276028
10,64,10,X,X,F,0,0.4625693424006963,0.6236871311159148,0.546647936200675,0.3441896103306886
11,64,11,Y,X,F,1,0.4461393955507466,0.6318291626377406,0.5438471176564323,0.3659065883133087
12,64,12,Y,Y,K,1,0.41490832613707984,0.6330835981651414,0.5802238126133591,0.3345273357434587
13,64,13,Y,Y,J,0,0.43231961278290265,0.5983604090664327,0.6156514430298221,0.3768015702101163
14,64,14,Y,Y,K,0,0.4200272100749215,0.5820387360577696,0.6274884803665929,0.4030151662404794
15,64,15,Y,Y,K,0,0.4020768447448215,0.5730275364080336,0.63238339264415,0.4241338282240831
16,64,16,Y,X,F,1,0.432387726810989,0.5662152579463667,0.6303983816950278,0.4448403411099254
17,64,17,X,X,F,1,0.4443992330636968,0.5657430739672683,0.60787699863942,0.42485625719772363
18,64,18,Y,Y,K,0,0.45661582201575174,0.4828487295159749,0.6215544262584877,0.4003173024103205
19,64,19,X,X,F,1,0.4317711294571894,0.46617242196679937,0.6322882101252532,0.42676741998255696
