,run,trial,action1,state,action2,reward,probsA,probsB,probsC,probsD
0,36,0,Y,Y,K,1,0.508020623038605,0.5845624065352366,0.49979317119246536,0.5438694265978051
1,36,1,Y,Y,K,0,0.49178596508076,0.5836900381628078,0.519658885836223,0.5319805249147468
2,36,2,Y,X,D,0,0.5325827891273125,0.5591309236137543,0.5150897815322067,0.5042701167861459
3,36,3,Y,Y,K,0,0.5297547359690977,0.5350168725916997,0.4870400366732769,0.504397731911253
4,36,4,X,Y,J,1,0.508804022019726,0.5865486900769555,0.5046585374354519,0.49354436961875275
5,36,5,X,Y,J,0,0.5270913631472113,0.5503205303641362,0.5037281637294176,0.4553730404856828
6,36,6,Y,Y,K,0,0.5418983440753544,0.5747215695834984,0.4732332556229443,0.5062815456041349
7,36,7,Y,Y,K,1,0.5479269018118191,0.5588605489040881,0.47073885036103896,0.4487118086424817
8,36,8,X,X,F,0,0.566752963325984,0.5265637738373362,0.45266659875028015,0.477963550168953
9,36,9,Y,Y,K,0,0.57081762500841,0.5123948425355647,0.47124468804791203,0.4790281595501427
10,36,10,Y,Y,K,1,0.5984121564404178,0.4669156649401868,0.4867181199027292,0.46589615791652694
11,36,11,Y,Y,K,0,0.5723591648458375,0.45020264038797503,0.49640671620645177,0.45411824722336747
12,36,12,Y,X,D,1,0.615798875457487,0.49708471853537073,0.4868071161598754,0.41174076962223305
13,36,13,Y,Y,K,1,0.6119985622904676,0.5051282768677664,0.525105752905361,0.4209422205153578
14,36,14,Y,X,D,1,0.5803235652580494,0.5006974273362126,0.5255073208314268,0.4346300066076
15,36,15,Y,Y,K,1,0.6080405948157321,0.4864365708030507,0.5267555621642117,0.4051699646106153
16,36,16,Y,Y,K,0,0.6577830649699763,0.49090033291446333,0.5107990332927987,0.3967511499495955
17,36,17,Y,Y,K,1,0.677863695160949,0.5139192235974308,0.5219613807665048,0.40955214007351926
18,36,18,Y,X,D,0,0.6459539378350959,0.5011103354597051,0.5211888567973886,0.4275645452854937
19,36,19,Y,Y,K,1,0.6237928805655746,0.4671293996777649,0.5367702468654695,0.4630830935002049
