,run,trial,action1,state,action2,reward,probsA,probsB,probsC,probsD
0,19,0,Y,X,D,0,0.35057248684536607,0.3956781648687394,0.6009540227674035,0.6685401994753344
1,19,1,Y,Y,K,0,0.38787047157950216,0.4373502412698572,0.5693182746435055,0.6699105940656979
2,19,2,Y,X,F,1,0.37494812080156553,0.44982283313405985,0.5433863931128791,0.6715467689473988
3,19,3,X,X,F,0,0.39313038762304336,0.45102896873751464,0.5492633236044573,0.6826492085890391
4,19,4,X,X,F,1,0.39837465475801365,0.42326810158246964,0.5707906850141619,0.6805430849641451
5,19,5,X,X,F,1,0.4160901084725801,0.42107745775066147,0.5607477060938154,0.6943142655012526
6,19,6,X,X,F,0,0.37914674114621844,0.40920523802251135,0.5660150205130294,0.701059897172213
7,19,7,X,X,F,0,0.3912596913177665,0.4325668889361843,0.5784874838107964,0.6760769416745812
8,19,8,X,X,F,1,0.39166777318540374,0.47175128717815895,0.5789054986982539,0.6590559376209321
9,19,9,X,X,F,1,0.424833121090304,0.5017022614134399,0.5769933699236843,0.6453555281315853
10,19,10,X,X,F,1,0.42637064647237466,0.538695681646996,0.6606314603062157,0.6456526075616307
11,19,11,X,Y,K,1,0.4079759770581766,0.5535030581071111,0.6669505895603026,0.6932330849538267
12,19,12,X,X,F,1,0.41117766641846754,0.5636969836919183,0.6849753600853808,0.7374272827460194
13,19,13,X,X,F,1,0.37834074006767787,0.5581953614582387,0.6838628778330275,0.75
14,19,14,X,Y,J,1,0.4205026942219671,0.5456561578776541,0.6821166585613911,0.75
15,19,15,X,Y,K,1,0.4250267598091811,0.515332192332992,0.6575235395588276,0.7436845183753638
16,19,16,X,X,F,0,0.43679048921804553,0.5358675906671918,0.689819924736857,0.75
17,19,17,X,X,F,0,0.472928124035615,0.521792721241638,0.6979606625005019,0.75
18,19,18,X,Y,K,1,0.4948802272436168,0.5478274483948672,0.707982546405043,0.7369687899466048
19,19,19,X,Y,K,1,0.4884703546529225,0.5829565403250172,0.719022675957401,0.748340386085273
