,run,trial,action1,state,action2,reward,probsA,probsB,probsC,probsD
0,47,0,Y,Y,K,0,0.4077311810155046,0.3417439715026006,0.6142066415732099,0.3002057241056504
1,47,1,Y,X,F,0,0.46049238212880034,0.3718444837052645,0.6029750932478367,0.2512424918291353
2,47,2,X,X,F,0,0.4939856139138637,0.3661191798608616,0.5903761812203837,0.25
3,47,3,Y,Y,K,0,0.522639954802623,0.34755261985103136,0.5891874752753641,0.2743754069431449
4,47,4,Y,X,F,0,0.5232186229751239,0.3238094574382035,0.5383727079047127,0.28750580969523004
5,47,5,Y,Y,K,0,0.5599266035502292,0.2974650727938147,0.5565092025105302,0.25
6,47,6,X,X,D,0,0.5491929289469005,0.275031065149096,0.5489952373300675,0.31093104911625397
7,47,7,Y,X,F,0,0.5587868481804485,0.25725779636759916,0.47531643521109257,0.27435217447484134
8,47,8,Y,Y,J,1,0.564205285825625,0.25,0.44655247969422796,0.2729492945560205
9,47,9,Y,Y,J,1,0.553763344018917,0.25,0.42319555547011733,0.2537355686914941
10,47,10,Y,X,D,1,0.5852630441010641,0.25,0.42117234858880925,0.2691339738439285
11,47,11,Y,X,D,0,0.6070506403944944,0.2572065164004796,0.4444836337091664,0.27289754798394206
12,47,12,Y,Y,J,0,0.6120456563255579,0.25,0.4995789670451303,0.2721812115216907
13,47,13,Y,X,D,0,0.5852118902967824,0.26971789916448696,0.46199320057745324,0.25
14,47,14,Y,Y,J,0,0.5831665056249733,0.25,0.48689016527793477,0.25397908251275514
15,47,15,X,X,D,1,0.5672867015221149,0.25,0.4891316735968128,0.25
16,47,16,Y,Y,J,0,0.5773461658371317,0.25,0.49189316519272697,0.2678582011442831
17,47,17,Y,X,D,1,0.59445142201124,0.2736709559939609,0.5073908308477005,0.25
18,47,18,X,X,D,1,0.6240630003520075,0.25,0.48594271052094357,0.2716787496147997
19,47,19,X,Y,J,0,0.6287354892737346,0.25,0.5082753088282181,0.25
