,run,trial,action1,state,action2,reward,probsA,probsB,probsC,probsD
0,6,0,Y,Y,K,1,0.701585406963058,0.667381180565398,0.736970784522538,0.6714888330887945
1,6,1,Y,Y,K,1,0.7047225711833275,0.6631734395888164,0.7327106895976611,0.6566576943092494
2,6,2,Y,Y,K,1,0.7274056685308722,0.7123134106316107,0.75,0.6508721621666649
3,6,3,Y,Y,K,1,0.75,0.7103110020107244,0.7226123173791985,0.6141631878785179
4,6,4,Y,Y,K,1,0.6823878453162677,0.6848625438031356,0.7182794455455499,0.6302842057289373
5,6,5,Y,X,F,1,0.7134202799550866,0.7117303729843414,0.7424482590503608,0.6190025178381167
6,6,6,Y,Y,K,1,0.6991550273428843,0.75,0.7152300126293645,0.66244686890662
7,6,7,Y,X,D,1,0.7199783449480213,0.7309704005024303,0.6993566997297865,0.6492080780403132
8,6,8,Y,Y,K,0,0.6838644978786602,0.691997915367985,0.7120053134496089,0.6034495040577891
9,6,9,Y,X,D,1,0.6969744804058162,0.6958709223481255,0.7189744107806233,0.6086839539463745
10,6,10,Y,Y,K,1,0.7334089618713607,0.6778928172633758,0.6859735946870066,0.5617102240906258
11,6,11,Y,X,D,1,0.7457197452269679,0.6915643089000502,0.7032991897585934,0.5119346805802096
12,6,12,Y,Y,K,0,0.7260767384884219,0.6916005497936708,0.7355686543204827,0.5252239376977104
13,6,13,X,Y,K,0,0.742775338613441,0.7323173383811643,0.7226493819141085,0.5179857694430682
14,6,14,Y,Y,K,0,0.7388277989260389,0.7179268675563556,0.7231087055657671,0.5584060687013931
15,6,15,Y,Y,K,0,0.6982109269954019,0.6666781461343622,0.7114262197351325,0.6038462127509299
16,6,16,Y,X,F,1,0.6981878932302149,0.6300399316734384,0.7214241168354267,0.6342281449072997
17,6,17,Y,Y,K,1,0.6888849943219698,0.6335592255792509,0.7155299948569279,0.6458904893275369
18,6,18,X,Y,K,0,0.6757977616833987,0.6253559977371769,0.6503738365559606,0.6426090146247713
19,6,19,X,X,D,1,0.6777356224193045,0.6259468110977958,0.6333248951669687,0.6335511310234966
