,run,trial,action1,state,action2,reward,probsA,probsB,probsC,probsD
0,66,0,Y,Y,J,1,0.2749625270118955,0.3789872876281522,0.678142074489165,0.6920896914726601
1,66,1,Y,Y,J,1,0.26975952305931616,0.40668328991569364,0.6708134123142092,0.7295883836107147
2,66,2,Y,X,D,0,0.33026716244429927,0.40905101902216395,0.644641799632673,0.75
3,66,3,Y,Y,J,0,0.31205931196403136,0.34906793541222825,0.6332317979672001,0.7493146374746367
4,66,4,Y,X,F,1,0.3205338542840576,0.32188393960891726,0.611966757129678,0.6920859941012623
5,66,5,Y,Y,J,1,0.2949817522932811,0.32806380029368953,0.6198954356026356,0.700679761460634
6,66,6,Y,Y,J,0,0.3183666057660772,0.35552199897996006,0.6382939499855933,0.7087488300009153
7,66,7,Y,Y,J,0,0.33573510441041005,0.36633695254574633,0.6159438616472547,0.7362973605542079
8,66,8,Y,X,F,0,0.3223722704524642,0.36791184255441584,0.6309233842689123,0.7037136892955118
9,66,9,Y,Y,J,1,0.3315544215695682,0.3476587443980757,0.6147385701815672,0.7381895094787484
10,66,10,X,X,D,0,0.30933613440011626,0.3686088519503168,0.6286806032652519,0.75
11,66,11,Y,Y,J,1,0.2930533092330711,0.3806060955678406,0.6119553019666689,0.75
12,66,12,Y,X,F,0,0.28963451437127596,0.3762177147434951,0.6076336740935705,0.7233430437217918
13,66,13,Y,Y,J,1,0.30516648283735287,0.34170470636975825,0.6243795298503707,0.7195687101086131
14,66,14,Y,Y,J,1,0.3560062111316631,0.3403312112063358,0.575868103499281,0.7267913939438321
15,66,15,X,Y,K,1,0.34580421479919293,0.3532818561558325,0.6042278005420714,0.75
16,66,16,Y,X,D,0,0.3762100963890111,0.32722000479953806,0.5900882645039475,0.7375248500800887
17,66,17,Y,Y,J,0,0.4016379438174199,0.32998217781384104,0.5821435335556909,0.7346270445577909
18,66,18,Y,Y,J,0,0.36074807396792313,0.3709643386576367,0.5419007892171988,0.7499173036450589
19,66,19,Y,Y,J,1,0.3613935049277572,0.3370340853330853,0.5046677760181706,0.75
