,run,trial,action1,state,action2,reward,probsA,probsB,probsC,probsD
0,5,0,Y,Y,K,0,0.5325680063314246,0.3341482761122421,0.41874178416066593,0.2927122271263446
1,5,1,Y,X,F,0,0.4856355701883938,0.3627443256977034,0.4005926992174991,0.30241531143863815
2,5,2,Y,Y,J,1,0.48307712665813257,0.32694232456597594,0.4265553960378653,0.26168789208571236
3,5,3,Y,Y,J,0,0.47410139669048507,0.2676809427418774,0.42286340868956185,0.28688495470831094
4,5,4,Y,X,D,1,0.46185335174040126,0.26174678504210336,0.3936305604796709,0.2602772462823935
5,5,5,X,X,D,1,0.4613847802964092,0.252770967354236,0.3834049275760549,0.2552392098130681
6,5,6,X,X,D,1,0.43412911366097073,0.25,0.38212857532109007,0.25681249662138567
7,5,7,Y,Y,J,0,0.44508568345866567,0.2661837546550299,0.3296904680306119,0.2727156902209999
8,5,8,X,X,D,0,0.46884235832793764,0.26604421872024636,0.3633883199126885,0.278256824220332
9,5,9,X,Y,K,0,0.4207114112558663,0.2764631059487387,0.35850419357806884,0.2623429419806448
10,5,10,X,X,D,0,0.41418253986020875,0.2573558414086309,0.36875425796823313,0.25417448666438774
11,5,11,Y,Y,J,0,0.4197185454719012,0.25,0.3200172472001803,0.26798812882373824
12,5,12,X,Y,J,0,0.42128817877223673,0.25014662996241427,0.28039135920320296,0.2773271008452785
13,5,13,X,X,D,0,0.42567781435514135,0.25,0.25809443525609477,0.2532644187710537
14,5,14,X,X,D,1,0.40539368656503555,0.25,0.2778029701232977,0.25
15,5,15,X,X,D,0,0.3608560626976814,0.25,0.25,0.25
16,5,16,Y,Y,J,1,0.3626727486495557,0.25742384071318475,0.25,0.28372941678085756
17,5,17,Y,X,D,0,0.3750016577478995,0.2560113378524925,0.271135859125407,0.281168266340509
18,5,18,Y,Y,J,1,0.4155811409204745,0.25,0.3156245210124012,0.2924094586604771
19,5,19,Y,Y,J,0,0.4218498655730056,0.26525846162731614,0.30727826173413114,0.27772961199377616
