,run,trial,action1,state,action2,reward,probsA,probsB,probsC,probsD
0,50,0,Y,X,D,0,0.5303250491667639,0.4056376861120038,0.5679510078939117,0.6652856428304288
1,50,1,Y,Y,K,0,0.5198902097194703,0.38953431226101604,0.576132475600967,0.6612329335522217
2,50,2,X,X,F,1,0.5338351837565283,0.39315019972071774,0.549584871091946,0.6353843758093797
3,50,3,X,Y,K,1,0.6061408750792726,0.430317026037245,0.5221669717296766,0.6286362920466048
4,50,4,Y,X,F,0,0.6180836344598244,0.3992946982163469,0.5702790473171646,0.611454850692369
5,50,5,X,X,F,0,0.5617395050836742,0.38206122223487887,0.5654669431250036,0.6140958639617158
6,50,6,Y,Y,K,1,0.5263193868015565,0.4067381345262818,0.5091343245512333,0.6074730024632052
7,50,7,Y,Y,K,0,0.5822036720840109,0.4270153458256199,0.4987360750698407,0.6234506769478604
8,50,8,Y,Y,K,0,0.5968677706057208,0.4398128292088398,0.5059049184917283,0.6528278982549055
9,50,9,X,X,D,1,0.5859029501980296,0.42595405058343905,0.5287571311783394,0.6910968395041399
10,50,10,X,X,F,0,0.5990615260700869,0.45231982586777136,0.49971432859295295,0.6565553562143398
11,50,11,X,X,F,1,0.6188011246375331,0.44206648862703823,0.4895851732746897,0.6340047065195319
12,50,12,X,X,F,0,0.6276796427305664,0.4489973322858618,0.4465558857318117,0.6758040020322865
13,50,13,Y,Y,K,0,0.6186037787143002,0.43699568572513575,0.4616726004834068,0.7032010959832828
14,50,14,X,X,F,1,0.6774478097194117,0.43227325015564033,0.4639666012405564,0.7351347266478326
15,50,15,Y,Y,K,0,0.6630724379769769,0.43415879351870257,0.4712442507417214,0.7128178884352132
16,50,16,X,Y,J,0,0.6693412941147525,0.4178614464471689,0.4571719335028257,0.7438165317199384
17,50,17,Y,X,F,1,0.6397017859649756,0.40672757797868275,0.4231622004991126,0.7304802173916949
18,50,18,X,X,F,0,0.5978726473583611,0.4096358946661205,0.377222303290116,0.75
19,50,19,Y,Y,K,1,0.6140429304019889,0.3744855263024289,0.3960133087535107,0.7268568814968357
