,run,trial,action1,state,action2,reward,probsA,probsB,probsC,probsD
0,37,0,Y,Y,J,0,0.7125549095261332,0.5613817231212439,0.4836050461061015,0.3744591674575267
1,37,1,Y,Y,J,1,0.7047039271814094,0.5651632442396637,0.47151473423030643,0.33273650280141226
2,37,2,Y,X,F,0,0.7369787028421368,0.5604914128464685,0.49635265162862563,0.3414326022697873
3,37,3,Y,Y,K,0,0.75,0.532233677891893,0.49140958949482505,0.31667557305322724
4,37,4,Y,X,F,1,0.75,0.4961691151596314,0.5029127498689414,0.3346529878939918
5,37,5,Y,X,F,0,0.7447418187928574,0.5310894309120503,0.5002215456988898,0.3452553476165734
6,37,6,X,X,D,0,0.7131869839894566,0.5411382197285648,0.49374071497252103,0.3281389183404055
7,37,7,Y,Y,J,0,0.696678487625353,0.5405117740042075,0.5033672850139547,0.3246696710782923
8,37,8,X,X,D,1,0.6354176905835832,0.5843241577247617,0.45855670579562113,0.3052197791940489
9,37,9,X,X,F,1,0.6727830354959952,0.5912471375424296,0.46507603697934186,0.3208083618055227
10,37,10,X,Y,K,0,0.6585605160362843,0.609913781282006,0.4458214073650486,0.32545075325000106
11,37,11,Y,X,F,1,0.6575158812574939,0.5872490022220147,0.4443125946179887,0.3174080235301118
12,37,12,Y,Y,J,1,0.6557658167606005,0.5887997574138211,0.4541521073577025,0.31268826898960406
13,37,13,Y,Y,J,0,0.6631324370502281,0.5723285500904937,0.435826403121632,0.3498328589815003
14,37,14,Y,Y,J,1,0.6588082741393909,0.5996309490032871,0.39880603392382097,0.3413511253825183
15,37,15,Y,Y,K,0,0.6656865668014829,0.5882655300814997,0.43377050618802754,0.3207598602639201
16,37,16,Y,X,F,1,0.6746730755214869,0.6015062307853132,0.4552259644381271,0.2795298743668873
17,37,17,Y,X,F,1,0.6579884700590457,0.5863340281985533,0.45906978163790607,0.3215944632535748
18,37,18,Y,Y,K,0,0.6479034623564336,0.5787659374558337,0.4818768235774911,0.31139435773083457
19,37,19,Y,Y,J,1,0.6580337176822926,0.5934596417087856,0.5483879624602084,0.3238972634277924
