,run,trial,action1,state,action2,reward,probsA,probsB,probsC,probsD
0,35,0,Y,Y,J,1,0.5016849936276677,0.7172034459652653,0.40066614145616186,0.6478373862858111
1,35,1,Y,Y,J,0,0.5259303080445951,0.6698327983107133,0.4265744924679365,0.678625866504595
2,35,2,Y,X,D,0,0.5167554462749234,0.6551592737062109,0.43194452299724456,0.7060755233806183
3,35,3,X,X,F,1,0.5091152750260635,0.6504763706887785,0.3986472629724325,0.6871533723748864
4,35,4,X,X,F,1,0.5278995740516627,0.6063483250915248,0.4571879221872629,0.6681530172512937
5,35,5,X,Y,J,1,0.5252091541345969,0.620682894410002,0.5039122244637141,0.6779978812924087
6,35,6,Y,Y,J,0,0.5241322474596122,0.5679285694684316,0.5182849728687365,0.6615550408632966
7,35,7,Y,Y,J,0,0.5464723623819931,0.5393263957291565,0.4967285723239981,0.6603627869159343
8,35,8,Y,Y,J,0,0.503504414030928,0.5392719002993551,0.5022662594407274,0.6698763852659938
9,35,9,Y,X,F,1,0.5362342959238681,0.4798102216228326,0.500571934547594,0.6633179855380255
10,35,10,Y,Y,J,0,0.5186079381709283,0.4737084439029412,0.4895304478681986,0.6998429809888023
11,35,11,Y,X,F,1,0.5291592986937371,0.45013149978607586,0.47788588693154993,0.7186845310407501
12,35,12,Y,Y,K,1,0.5406196716188583,0.3830343145915386,0.5330068696953527,0.7066334523248206
13,35,13,Y,Y,K,1,0.4983413191536058,0.42418365032845184,0.5264352322195414,0.7117808794655471
14,35,14,Y,X,F,1,0.5252420775472286,0.42620712656221765,0.4841853345737609,0.7260595373699154
15,35,15,Y,Y,J,1,0.534116008228058,0.42141372478252265,0.4722331420055887,0.718257750275573
16,35,16,Y,Y,K,0,0.5391132529401378,0.3990036807480123,0.46565934812311316,0.6948248346655871
17,35,17,Y,X,F,0,0.6027396719717681,0.3726804406130222,0.45306387339596993,0.6868144527798095
18,35,18,Y,Y,K,1,0.610939019125365,0.3186388158043342,0.48814012936527923,0.6640925789425837
19,35,19,Y,Y,J,1,0.600875690834451,0.28845233608877724,0.508357302534444,0.6978468474222023
