,run,trial,action1,state,action2,reward,probsA,probsB,probsC,probsD
0,47,0,X,X,D,0,0.6788207219434772,0.3814913273692916,0.7375209708120212,0.5912905127774444
1,47,1,X,Y,J,0,0.6197447933023768,0.41272574557676317,0.741624734816875,0.6203189735486996
2,47,2,X,X,F,0,0.5938927161254359,0.43636243693351356,0.738504422714402,0.5770799199405449
3,47,3,Y,Y,K,1,0.5967760440187868,0.4572272046714411,0.75,0.5582005823721977
4,47,4,Y,Y,K,0,0.604916406675246,0.49445433766481384,0.7121269482548849,0.5694969050598785
5,47,5,Y,X,F,0,0.584189706999212,0.48429219454454503,0.682883072895892,0.55583585716832
6,47,6,Y,Y,K,0,0.5667343309868375,0.48959355994264375,0.7392564440894561,0.5356857808675874
7,47,7,Y,X,D,1,0.5598624579150329,0.46257289451510963,0.6855861525462313,0.5437653699466719
8,47,8,Y,Y,K,0,0.5101815338961694,0.4648653844586076,0.679010261572751,0.5546894900136096
9,47,9,Y,X,F,0,0.5181935827993959,0.4619003681246696,0.6602002793624121,0.5356791255494426
10,47,10,X,X,F,0,0.5335797403234467,0.4513132004140825,0.6827023975672215,0.5198802957388842
11,47,11,Y,Y,K,0,0.5307374415876603,0.504769065251568,0.6578896389707806,0.506247889796943
12,47,12,Y,Y,K,1,0.5427703669184785,0.5353699503147558,0.6847936102416604,0.5222935909584978
13,47,13,Y,X,F,0,0.5476932897605635,0.5147755818053968,0.7011426918981372,0.47079843317464276
14,47,14,Y,Y,K,0,0.5398950663892745,0.5439032274803485,0.6785757023303679,0.38126228646737853
15,47,15,Y,X,F,1,0.5449562134508122,0.5282020301516868,0.6797118829629766,0.35403470978663754
16,47,16,Y,Y,K,0,0.5189242998167586,0.515594192316153,0.7350716620131597,0.3789647017415897
17,47,17,Y,Y,K,0,0.5110487715572909,0.4728968110958463,0.7124291518371717,0.3685803985187835
18,47,18,Y,Y,K,0,0.4625805326762135,0.43251850640314715,0.6661262550380705,0.43070569409829806
19,47,19,Y,Y,K,0,0.47267997054132455,0.46941312046515155,0.6441197250981265,0.40361200814960196
